Time, F.x, F.y, F.z, Key
31.7049, 0, -0, 0, X
31.7054, 0, -0, 0, X
31.7067, 0, -0, 0, X
31.7069, 0, -0, 0, X
31.7073, 0, -0, 0, X
31.7164, 0, -0, 0, X
31.7167, 0, -0, 0, X
31.7188, 0, -0, 0, X
31.719, 0, -0, 0, X
31.7194, 0, -0, 0, X
31.7287, 0, -0, 0, X
31.729, 0, -0, 0, X
31.7308, 0, -0, 0, X
31.731, 0, -0, 0, X
31.7314, 0, -0, 0, X
31.7409, 0, -0, 0, X
31.7412, 0, -0, 0, X
31.7429, 0, -0, 0, X
31.743, 0, -0, 0, X
31.7434, 0, -0, 0, X
31.7529, 0, -0, 0, X
31.7532, 0, -0, 0, X
31.7547, 0, -0, 0, X
31.7549, 0, -0, 0, X
31.7554, 0, -0, 0, X
31.7647, 0, -0, 0, X
31.765, 0, -0, 0, X
31.7669, 0, -0, 0, X
31.767, 0, -0, 0, X
31.7674, 0, -0, 0, X
31.7765, 0, -0, 0, X
31.7769, 0, -0, 0, X
31.7788, 0, -0, 0, X
31.779, 0, -0, 0, X
31.7794, 0, -0, 0, X
31.7887, 0, -0, 0, X
31.7891, 0, -0, 0, X
31.7909, 0, -0, 0, X
31.7911, 0, -0, 0, X
31.7915, 0, -0, 0, X
31.8011, 0, -0, 0, X
31.8014, 0, -0, 0, X
31.8029, 0, -0, 0, X
31.803, 0, -0, 0, X
31.8036, 0, -0, 0, X
31.8131, 0, -0, 0, X
31.8134, 0, -0, 0, X
31.8149, 0, -0, 0, X
31.815, 0, -0, 0, X
31.8154, 0, -0, 0, X
31.8249, 0, -0, 0, X
31.8252, 0, -0, 0, X
31.8269, 0, -0, 0, X
31.8271, 0, -0, 0, X
31.8275, 0, -0, 0, X
31.8368, 0, -0, 0, X
31.8371, 0, -0, 0, X
31.839, 0, -0, 0, X
31.8393, 0, -0, 0, X
31.8398, 0, -0, 0, X
31.8488, 0, -0, 0, X
31.8491, 0, -0, 0, X
31.8509, 0, -0, 0, X
31.8511, 0, -0, 0, X
31.8515, 0, -0, 0, X
31.8612, 0, -0, 0, X
31.8615, 0, -0, 0, X
31.8629, 0, -0, 0, X
31.8631, 0, -0, 0, X
31.8635, 0, -0, 0, X
31.8725, 0, -0, 0, X
31.8728, 0, -0, 0, X
31.875, 0, -0, 0, X
31.8751, 0, -0, 0, X
31.8756, 0, -0, 0, X
31.8843, 0, -0, 0, X
31.8846, 0, -0, 0, X
31.8869, 0, -0, 0, X
31.8871, 0, -0, 0, X
31.8877, 0, -0, 0, X
31.897, 0, -0, 0, X
31.8973, 0, -0, 0, X
31.8989, 0, -0, 0, X
31.8991, 0, -0, 0, X
31.8995, 0, -0, 0, X
31.9095, 0, -0, 0, X
31.9098, 0, -0, 0, X
31.9119, 0, -0, 0, X
31.9121, 0, -0, 0, X
31.9128, 0, -0, 0, X
31.9222, 0, -0, 0, X
31.9225, 0, -0, 0, X
31.924, 0, -0, 0, X
31.9242, 0, -0, 0, X
31.925, 0, -0, 0, X
31.9347, 0, -0, 0, X
31.9351, 0, -0, 0, X
31.9368, 0, -0, 0, X
31.937, 0, -0, 0, X
31.9377, 0, -0, 0, X
31.95, 0, -0, 0, X
31.9504, 0, -0, 0, X
31.952, 0, -0, 0, X
31.9522, 0, -0, 0, X
31.9528, 0, -0, 0, X
31.9621, 0, -0, 0, X
31.9624, 0, -0, 0, X
31.964, 0, -0, 0, X
31.9643, 0, -0, 0, X
31.965, 0, -0, 0, X
31.9652, 0, -0, 0, X
31.9657, 0, -0, 0, X
31.9746, 0, -0, 0, X
31.975, 0, -0, 0, X
31.977, 0, -0, 0, X
31.9771, 0, -0, 0, X
31.9776, 0, -0, 0, X
31.9871, 0, -0, 0, X
31.9874, 0, -0, 0, X
31.989, 0, -0, 0, X
31.9891, 0, -0, 0, X
31.9896, 0, -0, 0, X
32, 0, -0, 0, X
32.0005, 0, -0, 0, X
32.0018, 0, -0, 0, X
32.0019, 0, -0, 0, X
32.0024, 0, -0, 0, X
32.0114, 0, -0, 0, X
32.012, 0, -0, 0, X
32.0138, 0, -0, 0, X
32.014, 0, -0, 0, X
32.0145, 0, -0, 0, X
32.024, 0, -0, 0, X
32.0243, 0, -0, 0, X
32.0259, 0, -0, 0, X
32.026, 0, -0, 0, X
32.0265, 0, -0, 0, X
32.035, 0, -0, 0, X
32.0352, 0, -0, 0, X
32.037, 0, -0, 0, X
32.0371, 0, -0, 0, X
32.0377, 0, -0, 0, X
32.0464, 0, -0, 0, X
32.0467, 0, -0, 0, X
32.048, 0, -0, 0, X
32.0482, 0, -0, 0, X
32.0487, 0, -0, 0, X
32.0578, 0, -0, 0, X
32.0581, 0, -0, 0, X
32.06, 0, -0, 0, X
32.0601, 0, -0, 0, X
32.0606, 0, -0, 0, X
32.071, 0, -0, 0, X
32.0715, 0, -0, 0, X
32.0729, 0, -0, 0, X
32.073, 0, -0, 0, X
32.0735, 0, -0, 0, X
32.0833, 0, -0, 0, X
32.0837, 0, -0, 0, X
32.0849, 0, -0, 0, X
32.085, 0, -0, 0, X
32.0856, 0, -0, 0, X
32.0949, 0, -0, 0, X
32.0952, 0, -0, 0, X
32.0969, 0, -0, 0, X
32.0971, 0, -0, 0, X
32.0975, 0, -0, 0, X
32.1066, 0, -0, 0, X
32.107, 0, -0, 0, X
32.109, 0, -0, 0, X
32.1092, 0, -0, 0, X
32.1097, 0, -0, 0, X
32.1189, 0, -0, 0, X
32.1193, 0, -0, 0, X
32.121, 0, -0, 0, X
32.1212, 0, -0, 0, X
32.1218, 0, -0, 0, X
32.1308, 0, -0, 0, X
32.1311, 0, -0, 0, X
32.133, 0, -0, 0, X
32.1331, 0, -0, 0, X
32.1337, 0, -0, 0, X
32.1428, 0, -0, 0, X
32.1431, 0, -0, 0, X
32.145, 0, -0, 0, X
