Time, F.x, F.y, F.z, Key
21.6292, 0, 0, 0, X
21.6295, 0, 0, 0, X
21.6314, 0, 0, 0, X
21.6315, 0, 0, 0, X
21.632, 0, 0, 0, X
21.6432, 0, 0, 0, X
21.6437, 0, 0, 0, X
21.6453, 0, 0, 0, X
21.6456, 0, 0, 0, X
21.6461, 0, 0, 0, X
21.6575, 0, 0, 0, X
21.6579, 0, 0, 0, X
21.6594, 0, 0, 0, X
21.6596, 0, 0, 0, X
21.66, 0, 0, 0, X
21.6716, 0, 0, 0, X
21.672, 0, 0, 0, X
21.6734, 0, 0, 0, X
21.6737, 0, 0, 0, X
21.6742, 0, 0, 0, X
21.6858, 0, 0, 0, X
21.6862, 0, 0, 0, X
21.6884, 0, 0, 0, X
21.6886, 0, 0, 0, X
21.689, 0, 0, 0, X
21.7003, 0, 0, 0, X
21.7008, 0, 0, 0, X
21.7023, 0, 0, 0, X
21.7026, 0, 0, 0, X
21.7032, 0, 0, 0, X
21.7144, 0, 0, 0, X
21.7147, 0, 0, 0, X
21.7164, 0, 0, 0, X
21.7166, 0, 0, 0, X
21.717, 0, 0, 0, X
21.7278, 0, 0, 0, X
21.7282, 0, 0, 0, X
21.7304, 0, 0, 0, X
21.7306, 0, 0, 0, X
21.731, 0, 0, 0, X
21.7423, 0, 0, 0, X
21.7427, 0, 0, 0, X
21.7444, 0, 0, 0, X
21.7446, 0, 0, 0, X
21.7451, 0, 0, 0, X
21.7559, 0, 0, 0, X
21.7563, 0, 0, 0, X
21.7585, 0, 0, 0, X
21.7587, 0, 0, 0, X
21.7593, 0, 0, 0, X
21.7698, 0, 0, 0, X
21.7701, 0, 0, 0, X
21.7715, 0, 0, 0, X
21.7716, 0, 0, 0, X
21.7721, 0, 0, 0, X
21.7836, 0, 0, 0, X
21.7839, 0, 0, 0, X
21.7854, 0, 0, 0, X
21.7855, 0, 0, 0, X
21.786, 0, 0, 0, X
21.7968, 0, 0, 0, X
21.7971, 0, 0, 0, X
21.7995, 0, 0, 0, X
21.7996, 0, 0, 0, X
21.8001, 0, 0, 0, X
21.8108, 0, 0, 0, X
21.8111, 0, 0, 0, X
21.8125, 0, 0, 0, X
21.8127, 0, 0, 0, X
21.8131, 0, 0, 0, X
21.8233, 0, 0, 0, X
21.8236, 0, 0, 0, X
21.8255, 0, 0, 0, X
21.8257, 0, 0, 0, X
21.8261, 0, 0, 0, X
21.8366, 0, 0, 0, X
21.8369, 0, 0, 0, X
21.8385, 0, 0, 0, X
21.8386, 0, 0, 0, X
21.8391, 0, 0, 0, X
21.8495, 0, 0, 0, X
21.8498, 0, 0, 0, X
21.8515, 0, 0, 0, X
21.8517, 0, 0, 0, X
21.8523, 0, 0, 0, X
21.8525, 0, 0, 0, X
21.853, 0, 0, 0, X
21.8635, 0, 0, 0, X
21.8637, 0, 0, 0, X
21.8654, 0, 0, 0, X
21.8656, 0, 0, 0, X
21.866, 0, 0, 0, X
21.8766, 0, 0, 0, X
21.8769, 0, 0, 0, X
21.8785, 0, 0, 0, X
21.8787, 0, 0, 0, X
21.8792, 0, 0, 0, X
21.8909, 0, 0, 0, X
21.8912, 0, 0, 0, X
21.8925, 0, 0, 0, X
21.8927, 0, 0, 0, X
21.8932, 0, 0, 0, X
21.9038, 0, 0, 0, X
21.9041, 0, 0, 0, X
21.9055, 0, 0, 0, X
21.9056, 0, 0, 0, X
21.906, 0, 0, 0, X
21.9169, 0, 0, 0, X
21.9172, 0, 0, 0, X
21.9184, 0, 0, 0, X
21.9186, 0, 0, 0, X
21.919, 0, 0, 0, X
21.9293, 0, 0, 0, X
21.9296, 0, 0, 0, X
21.9315, 0, 0, 0, X
21.9316, 0, 0, 0, X
21.932, 0, 0, 0, X
21.9429, 0, 0, 0, X
21.9432, 0, 0, 0, X
21.9445, 0, 0, 0, X
21.9446, 0, 0, 0, X
21.945, 0, 0, 0, X
21.9554, 0, 0, 0, X
21.9557, 0, 0, 0, X
21.9576, 0, 0, 0, X
21.9578, 0, 0, 0, X
21.9583, 0, 0, 0, X
21.97, 0, 0, 0, X
21.9702, 0, 0, 0, X
21.9715, 0, 0, 0, X
21.9716, 0, 0, 0, X
21.9721, 0, 0, 0, X
21.9831, 0, 0, 0, X
21.9835, 0, 0, 0, X
21.9855, 0, 0, 0, X
21.9856, 0, 0, 0, X
21.9861, 0, 0, 0, X
21.998, 0, 0, 0, X
21.9983, 0, 0, 0, X
22.0006, 0, 0, 0, X
22.0007, 0, 0, 0, X
22.0011, 0, 0, 0, X
22.012, 0, 0, 0, X
22.0123, 0, 0, 0, X
22.0145, 0, 0, 0, X
22.0147, 0, 0, 0, X
22.0152, 0, 0, 0, X
22.0258, 0, 0, 0, X
22.0261, 0, 0, 0, X
22.0275, 0, 0, 0, X
22.0277, 0, 0, 0, X
22.0281, 0, 0, 0, X
22.0386, 0, 0, 0, X
22.0388, 0, 0, 0, X
22.0405, 0, 0, 0, X
22.0407, 0, 0, 0, X
22.0411, 0, 0, 0, X
22.0516, 0, 0, 0, X
22.0519, 0, 0, 0, X
22.0535, 0, 0, 0, X
22.0537, 0, 0, 0, X
22.0541, 0, 0, 0, X
22.0647, 0, 0, 0, X
22.0649, 0, 0, 0, X
22.0667, 0, 0, 0, X
22.0668, 0, 0, 0, X
22.0672, 0, 0, 0, X
22.0782, 0, 0, 0, X
22.0786, 0, 0, 0, X
22.0806, 0, 0, 0, X
22.0807, 0, 0, 0, X
22.0812, 0, 0, 0, X
22.0921, 0, 0, 0, X
22.0924, 0, 0, 0, X
22.0946, 0, 0, 0, X
22.0947, 0, 0, 0, X
22.0952, 0, 0, 0, X
22.1068, 0.00109864, 1.30599e-05, 0.00395713, X
22.1071, 0.00109864, 1.30599e-05, 0.00395713, X
22.1087, 0.00109864, 1.30599e-05, 0.00395713, X
22.1089, 0.00110025, 1.31553e-05, 0.00395668, X
22.1094, 0.00110025, 1.31553e-05, 0.00395668, X
22.1201, 0.00240648, 2.89398e-05, 0.00864046, X
22.1205, 0.00240648, 2.89398e-05, 0.00864046, X
22.1226, 0.00240648, 2.89398e-05, 0.00864046, X
22.1228, 0.00240648, 2.89398e-05, 0.00864046, X
22.1233, 0.00240648, 2.89398e-05, 0.00864046, X
22.134, 0.00358293, 4.1861e-05, 0.0128442, X
22.1344, 0.00358293, 4.1861e-05, 0.0128442, X
22.1366, 0.00356654, 4.08836e-05, 0.0128488, X
22.1368, 0.00357176, 4.11914e-05, 0.0128474, X
22.1372, 0.00357176, 4.11914e-05, 0.0128474, X
22.1484, 0.00486119, 3.3296e-05, 0.0174529, X
