DOP, Force
-0.00489984, 0
-0.00489984, 0
-0.00489984, 0
-0.00489984, 0
-0.00489984, 0
-0.00484808, 0
-0.00484808, 0
-0.00484808, 0
-0.00484808, 0
-0.00484808, 0
-0.00480036, 0
-0.00480036, 0
-0.00480036, 0
-0.00480036, 0
-0.00480036, 0
-0.00476394, 0
-0.00476394, 0
-0.00476394, 0
-0.00476394, 0
-0.00476394, 0
-0.00473551, 0
-0.00473551, 0
-0.00473551, 0
-0.00473551, 0
-0.00473551, 0
-0.00471435, 0
-0.00471435, 0
-0.00471435, 0
-0.00471435, 0
-0.00471435, 0
-0.00469921, 0
-0.00469921, 0
-0.00469921, 0
-0.00469921, 0
-0.00469921, 0
-0.0046715, 0
-0.0046715, 0
-0.0046715, 0
-0.0046715, 0
-0.0046715, 0
-0.00465236, 0
-0.00465236, 0
-0.00465236, 0
-0.00465236, 0
-0.00465236, 0
-0.00462155, 0
-0.00462155, 0
-0.00462155, 0
-0.00462155, 0
-0.00462155, 0
-0.00458286, 0
-0.00458286, 0
-0.00458286, 0
-0.00458286, 0
-0.00458286, 0
-0.00453044, 0
-0.00453044, 0
-0.00453044, 0
-0.00453044, 0
-0.00453044, 0
-0.0044748, 0
-0.0044748, 0
-0.0044748, 0
-0.0044748, 0
-0.0044748, 0
-0.0044748, 0
-0.0044748, 0
-0.00440843, 0
-0.00440843, 0
-0.00440843, 0
-0.00440843, 0
-0.00440843, 0
-0.00434021, 0
-0.00434021, 0
-0.00434021, 0
-0.00434021, 0
-0.00434021, 0
-0.00428746, 0
-0.00428746, 0
-0.00428746, 0
-0.00428746, 0
-0.00428746, 0
-0.00424586, 0
-0.00424586, 0
-0.00424586, 0
-0.00424586, 0
-0.00424586, 0
-0.004194, 0
-0.004194, 0
-0.004194, 0
-0.004194, 0
-0.004194, 0
-0.00415395, 0
-0.00415395, 0
-0.00415395, 0
-0.00415395, 0
-0.00415395, 0
-0.00410403, 0
-0.00410403, 0
-0.00410403, 0
-0.00410403, 0
-0.00410403, 0
-0.00404821, 0
-0.00404821, 0
-0.00404821, 0
-0.00404821, 0
-0.00404821, 0
-0.00397081, 0
-0.00397081, 0
-0.00397081, 0
-0.00397081, 0
-0.00397081, 0
-0.00389479, 0
-0.00389479, 0
-0.00389479, 0
-0.00389479, 0
-0.00389479, 0
-0.0038359, 0
-0.0038359, 0
-0.0038359, 0
-0.0038359, 0
-0.0038359, 0
-0.00378893, 0
-0.00378893, 0
-0.00378893, 0
-0.00378893, 0
-0.00378893, 0
-0.00375048, 0
-0.00375048, 0
-0.00375048, 0
-0.00375048, 0
-0.00375048, 0
-0.0037191, 0
-0.0037191, 0
-0.0037191, 0
-0.0037191, 0
-0.0037191, 0
-0.00367699, 0
-0.00367699, 0
-0.00367699, 0
-0.00367699, 0
-0.00367699, 0
-0.00362686, 0
-0.00362686, 0
-0.00362686, 0
-0.00362686, 0
-0.00362686, 0
-0.00357149, 0
-0.00357149, 0
-0.00357149, 0
-0.00357149, 0
-0.00357149, 0
-0.00351191, 0
-0.00351191, 0
-0.00351191, 0
-0.00351191, 0
-0.00351191, 0
-0.00344912, 0
-0.00344912, 0
-0.00344912, 0
-0.00344912, 0
-0.00344912, 0
-0.003366, 0
-0.003366, 0
-0.003366, 0
-0.003366, 0
-0.003366, 0
-0.00328503, 0
-0.00328503, 0
-0.00328503, 0
-0.00328503, 0
-0.00328503, 0
-0.00320441, 0
-0.00320441, 0
-0.00320441, 0
-0.00320441, 0
-0.00320441, 0
-0.00310583, 0
-0.00310583, 0
-0.00310583, 0
-0.00310583, 0
-0.00310583, 0
-0.00301198, 0
-0.00301198, 0
-0.00301198, 0
-0.00301198, 0
-0.00301198, 0
-0.0029277, 0
-0.0029277, 0
-0.0029277, 0
-0.0029277, 0
-0.0029277, 0
-0.0028261, 0
-0.0028261, 0
-0.0028261, 0
-0.0028261, 0
-0.0028261, 0
-0.00272835, 0
-0.00272835, 0
-0.00272835, 0
-0.00272835, 0
-0.00272835, 0
-0.00272835, 0
-0.00261454, 0
-0.00261454, 0
-0.00261454, 0
-0.00261454, 0
-0.00261454, 0
-0.00249083, 0
-0.00249083, 0
-0.00249083, 0
-0.00249083, 0
-0.00249083, 0
-0.00237597, 0
-0.00237597, 0
-0.00237597, 0
-0.00237597, 0
-0.00237597, 0
-0.00226716, 0
-0.00226716, 0
-0.00226716, 0
-0.00226716, 0
-0.00226716, 0
-0.00216222, 0
-0.00216222, 0
-0.00216222, 0
-0.00216222, 0
-0.00216222, 0
-0.00206021, 0
-0.00206021, 0
-0.00206021, 0
-0.00206021, 0
-0.00206021, 0
-0.00196133, 0
-0.00196133, 0
-0.00196133, 0
-0.00196133, 0
-0.00196133, 0
-0.00186495, 0
-0.00186495, 0
-0.00186495, 0
-0.00186495, 0
-0.00186495, 0
-0.0017705, 0
-0.0017705, 0
-0.0017705, 0
-0.0017705, 0
-0.0017705, 0
-0.00166074, 0
-0.00166074, 0
-0.00166074, 0
-0.00166074, 0
-0.00166074, 0
-0.0015404, 0
-0.0015404, 0
-0.0015404, 0
-0.0015404, 0
-0.0015404, 0
-0.00142998, 0
-0.00142998, 0
-0.00142998, 0
-0.00142998, 0
-0.00142998, 0
-0.00132546, 0
-0.00132546, 0
-0.00132546, 0
-0.00132546, 0
-0.00132546, 0
-0.00122563, 0
-0.00122563, 0
-0.00122563, 0
-0.00122563, 0
-0.00122563, 0
-0.00112892, 0
-0.00112892, 0
-0.00112892, 0
-0.00112892, 0
-0.00112892, 0
-0.00103543, 0
-0.00103543, 0
-0.00103543, 0
-0.00103543, 0
-0.00103543, 0
-0.00094426, 0
-0.00094426, 0
-0.00094426, 0
-0.00094426, 0
-0.00094426, 0
-0.000854883, 0
-0.000854883, 0
-0.000854883, 0
-0.000854883, 0
-0.000854883, 0
-0.000767621, 0
-0.000767621, 0
-0.000767621, 0
-0.000767621, 0
-0.000767621, 0
-0.000682804, 0
-0.000682804, 0
-0.000682804, 0
-0.000682804, 0
-0.000682804, 0
-0.000599595, 0
-0.000599595, 0
-0.000599595, 0
-0.000599595, 0
-0.000599595, 0
-0.000535281, 0
-0.000535281, 0
-0.000535281, 0
-0.000535281, 0
-0.000535281, 0
-0.000450076, 0
-0.000450076, 0
-0.000450076, 0
-0.000450076, 0
-0.000450076, 0
-0.000368448, 0
-0.000368448, 0
-0.000368448, 0
-0.000368448, 0
-0.000368448, 0
-0.00030619, 0
-0.00030619, 0
-0.00030619, 0
-0.00030619, 0
-0.00030619, 0
-0.000240655, 0
-0.000240655, 0
-0.000240655, 0
-0.000240655, 0
-0.000240655, 0
-0.000191004, 0
-0.000191004, 0
-0.000191004, 0
-0.000191004, 0
-0.000191004, 0
-0.000191004, 0
-0.00015372, 0
-0.00015372, 0
-0.00015372, 0
-0.00015372, 0
-0.00015372, 0
-0.000107467, 0
-0.000107467, 0
-0.000107467, 0
-0.000107467, 0
-0.000107467, 0
-5.76372e-05, 0
-5.76372e-05, 0
-5.76372e-05, 0
-5.76372e-05, 0
-5.76372e-05, 0
-3.96298e-06, 0
-3.96298e-06, 0
-3.96298e-06, 0
-3.96298e-06, 0
-3.96298e-06, 0
5.26021e-05, 0.00202541
5.26021e-05, 0.00202541
5.26021e-05, 0.00202541
5.26021e-05, 0.00202541
5.26021e-05, 0.00202541
9.35805e-05, 0.00335597
9.35805e-05, 0.00335597
9.35805e-05, 0.00335597
9.35805e-05, 0.00335597
9.35805e-05, 0.00335597
0.000141354, 0.00491639
0.000141354, 0.00491639
0.000141354, 0.00491639
0.000141354, 0.00491639
0.000141354, 0.00491639
0.000175537, 0.00606744
0.000175537, 0.00606744
0.000175537, 0.00606744
0.000175537, 0.00606744
0.000175537, 0.00606744
0.000200095, 0.00690421
0.000200095, 0.00690421
0.000200095, 0.00690421
0.000200095, 0.00690421
0.000200095, 0.00690421
0.000217708, 0.00751657
0.000217708, 0.00751657
0.000217708, 0.00751657
0.000217708, 0.00751657
0.000217708, 0.00751657
0.000229093, 0.0079293
0.000229093, 0.0079293
0.000229093, 0.0079293
0.000229093, 0.0079293
0.000229093, 0.0079293
0.000253352, 0.00873833
0.000253352, 0.00873833
0.000253352, 0.00873833
0.000253352, 0.00873833
0.000253352, 0.00873833
0.000268731, 0.00927526
0.000268731, 0.00927526
0.000268731, 0.00927526
0.000268731, 0.00927526
0.000268731, 0.00927526
0.000277493, 0.00959852
0.000277493, 0.00959852
0.000277493, 0.00959852
0.000277493, 0.00959852
0.000277493, 0.00959852
0.000281784, 0.00977892
0.000281784, 0.00977892
0.000281784, 0.00977892
0.000281784, 0.00977892
0.000281784, 0.00977892
0.000281695, 0.00982214
0.000281695, 0.00982214
0.000281695, 0.00982214
0.000281695, 0.00982214
0.000281695, 0.00982214
0.000287119, 0.0100282
0.000287119, 0.0100282
0.000287119, 0.0100282
0.000287119, 0.0100282
0.000287119, 0.0100282
0.000305597, 0.0106341
0.000305597, 0.0106341
0.000305597, 0.0106341
0.000305597, 0.0106341
0.000305597, 0.0106341
0.000315343, 0.0109786
0.000315343, 0.0109786
0.000315343, 0.0109786
0.000315343, 0.0109786
0.000315343, 0.0109786
0.000337963, 0.0117097
0.000337963, 0.0117097
0.000337963, 0.0117097
0.000337963, 0.0117097
0.000337963, 0.0117097
0.000352536, 0.0122029
0.000352536, 0.0122029
0.000352536, 0.0122029
0.000352536, 0.0122029
0.000352536, 0.0122029
0.000361566, 0.0125197
0.000361566, 0.0125197
0.000361566, 0.0125197
0.000361566, 0.0125197
0.000361566, 0.0125197
0.00038511, 0.0132815
0.00038511, 0.0132815
0.00038511, 0.0132815
0.00038511, 0.0132815
0.00038511, 0.0132815
0.000418578, 0.0143617
0.000418578, 0.0143617
0.000418578, 0.0143617
0.000418578, 0.0143617
0.000418578, 0.0143617
0.00044248, 0.0151521
0.00044248, 0.0151521
0.00044248, 0.0151521
0.00044248, 0.0151521
0.00044248, 0.0151521
0.000460302, 0.0157486
0.000460302, 0.0157486
0.000460302, 0.0157486
0.000460302, 0.0157486
0.000460302, 0.0157486
0.00047407, 0.0162158
0.00047407, 0.0162158
0.00047407, 0.0162158
0.00047407, 0.0162158
0.00047407, 0.0162158
0.00047407, 0.0162158
0.000483905, 0.0165579
0.000483905, 0.0165579
0.000483905, 0.0165579
0.000483905, 0.0165579
0.000483905, 0.0165579
0.000490641, 0.0167994
0.000490641, 0.0167994
0.000490641, 0.0167994
0.000490641, 0.0167994
0.000490641, 0.0167994
0.000494634, 0.0169515
0.000494634, 0.0169515
0.000494634, 0.0169515
0.000494634, 0.0169515
0.000494634, 0.0169515
0.000497108, 0.0170535
0.000497108, 0.0170535
0.000497108, 0.0170535
0.000497108, 0.0170535
0.000497108, 0.0170535
0.000497824, 0.017099
0.000497824, 0.017099
0.000497824, 0.017099
0.000497824, 0.017099
0.000497824, 0.017099
0.000497049, 0.0170952
0.000497049, 0.0170952
0.000497049, 0.0170952
0.000497049, 0.0170952
0.000497049, 0.0170952
0.000494903, 0.0170467
0.000494903, 0.0170467
0.000494903, 0.0170467
0.000494903, 0.0170467
0.000494903, 0.0170467
0.000491625, 0.0169618
0.000491625, 0.0169618
0.000491625, 0.0169618
0.000491625, 0.0169618
0.000491625, 0.0169618
0.000487065, 0.0168351
0.000487065, 0.0168351
0.000487065, 0.0168351
0.000487065, 0.0168351
0.000487065, 0.0168351
0.000481612, 0.0166796
0.000481612, 0.0166796
0.000481612, 0.0166796
0.000481612, 0.0166796
0.000481612, 0.0166796
0.000476068, 0.0165196
0.000476068, 0.0165196
0.000476068, 0.0165196
0.000476068, 0.0165196
0.000476068, 0.0165196
0.0004879, 0.016891
0.0004879, 0.016891
0.0004879, 0.016891
0.0004879, 0.016891
0.0004879, 0.016891
0.000512368, 0.0176614
0.000512368, 0.0176614
0.000512368, 0.0176614
0.000512368, 0.0176614
0.000512368, 0.0176614
0.00052861, 0.0181879
0.00052861, 0.0181879
0.00052861, 0.0181879
0.00052861, 0.0181879
0.00052861, 0.0181879
0.000557309, 0.0191016
0.000557309, 0.0191016
0.000557309, 0.0191016
0.000557309, 0.0191016
0.000557309, 0.0191016
0.000578976, 0.0198081
0.000578976, 0.0198081
0.000578976, 0.0198081
0.000578976, 0.0198081
0.000578976, 0.0198081
0.00059489, 0.0203322
0.00059489, 0.0203322
0.00059489, 0.0203322
0.00059489, 0.0203322
0.00059489, 0.0203322
0.000607646, 0.0207571
0.000607646, 0.0207571
0.000607646, 0.0207571
0.000607646, 0.0207571
0.000607646, 0.0207571
0.000618017, 0.0211035
0.000618017, 0.0211035
0.000618017, 0.0211035
0.000618017, 0.0211035
0.000618017, 0.0211035
0.000652945, 0.0222268
0.000652945, 0.0222268
0.000652945, 0.0222268
0.000652945, 0.0222268
0.000652945, 0.0222268
0.000678903, 0.0230814
0.000678903, 0.0230814
0.000678903, 0.0230814
0.000678903, 0.0230814
0.000678903, 0.0230814
0.00071705, 0.0243222
0.00071705, 0.0243222
0.00071705, 0.0243222
0.00071705, 0.0243222
0.00071705, 0.0243222
0.000764197, 0.0258644
0.000764197, 0.0258644
0.000764197, 0.0258644
0.000764197, 0.0258644
0.000764197, 0.0258644
0.000818169, 0.0276372
0.000818169, 0.0276372
0.000818169, 0.0276372
0.000818169, 0.0276372
0.000818169, 0.0276372
0.000860429, 0.0290412
0.000860429, 0.0290412
0.000860429, 0.0290412
0.000860429, 0.0290412
0.000860429, 0.0290412
0.000911868, 0.0307414
0.000911868, 0.0307414
0.000911868, 0.0307414
0.000911868, 0.0307414
0.000911868, 0.0307414
0.00095228, 0.0320911
0.00095228, 0.0320911
0.00095228, 0.0320911
0.00095228, 0.0320911
0.00095228, 0.0320911
0.00095228, 0.0320911
0.000986433, 0.0332345
0.000986433, 0.0332345
0.000986433, 0.0332345
0.000986433, 0.0332345
0.000986433, 0.0332345
0.00101469, 0.0341839
0.00101469, 0.0341839
0.00101469, 0.0341839
0.00101469, 0.0341839
0.00101469, 0.0341839
0.00104666, 0.0352513
0.00104666, 0.0352513
0.00104666, 0.0352513
0.00104666, 0.0352513
0.00104666, 0.0352513
0.00108967, 0.0366801
0.00108967, 0.0366801
0.00108967, 0.0366801
0.00108967, 0.0366801
0.00108967, 0.0366801
0.00112317, 0.037804
0.00112317, 0.037804
0.00112317, 0.037804
0.00112317, 0.037804
0.00112317, 0.037804
0.00117478, 0.0395155
0.00117478, 0.0395155
0.00117478, 0.0395155
0.00117478, 0.0395155
0.00117478, 0.0395155
0.00122265, 0.0411146
0.00122265, 0.0411146
0.00122265, 0.0411146
0.00122265, 0.0411146
0.00122265, 0.0411146
0.00125972, 0.0423588
0.00125972, 0.0423588
0.00125972, 0.0423588
0.00125972, 0.0423588
0.00125972, 0.0423588
0.00129015, 0.0433813
0.00129015, 0.0433813
0.00129015, 0.0433813
0.00129015, 0.0433813
0.00129015, 0.0433813
0.00131503, 0.0442186
0.00131503, 0.0442186
0.00131503, 0.0442186
0.00131503, 0.0442186
0.00131503, 0.0442186
0.00133554, 0.0449097
0.00133554, 0.0449097
0.00133554, 0.0449097
0.00133554, 0.0449097
0.00133554, 0.0449097
0.0013693, 0.0460329
0.0013693, 0.0460329
0.0013693, 0.0460329
0.0013693, 0.0460329
0.0013693, 0.0460329
0.00139508, 0.0469001
0.00139508, 0.0469001
0.00139508, 0.0469001
0.00139508, 0.0469001
0.00139508, 0.0469001
0.00141508, 0.0475729
0.00141508, 0.0475729
0.00141508, 0.0475729
0.00141508, 0.0475729
0.00141508, 0.0475729
0.00143076, 0.048101
0.00143076, 0.048101
0.00143076, 0.048101
0.00143076, 0.048101
0.00143076, 0.048101
0.00144184, 0.0484768
0.00144184, 0.0484768
0.00144184, 0.0484768
0.00144184, 0.0484768
0.00144184, 0.0484768
0.00145034, 0.048765
0.00145034, 0.048765
0.00145034, 0.048765
0.00145034, 0.048765
0.00145034, 0.048765
0.00147329, 0.0495246
0.00147329, 0.0495246
0.00147329, 0.0495246
0.00147329, 0.0495246
0.00147329, 0.0495246
0.00149006, 0.0500886
0.00149006, 0.0500886
0.00149006, 0.0500886
0.00149006, 0.0500886
0.00149006, 0.0500886
0.00150133, 0.0504674
0.00150133, 0.0504674
0.00150133, 0.0504674
0.00150133, 0.0504674
0.00150133, 0.0504674
0.00151787, 0.0510168
0.00151787, 0.0510168
0.00151787, 0.0510168
0.00151787, 0.0510168
0.00151787, 0.0510168
0.00152943, 0.0514057
0.00152943, 0.0514057
0.00152943, 0.0514057
0.00152943, 0.0514057
0.00152943, 0.0514057
0.00156359, 0.0525318
0.00156359, 0.0525318
0.00156359, 0.0525318
0.00156359, 0.0525318
0.00156359, 0.0525318
0.00159607, 0.0536138
0.00159607, 0.0536138
0.00159607, 0.0536138
0.00159607, 0.0536138
0.00159607, 0.0536138
0.00162689, 0.05464
0.00162689, 0.05464
0.00162689, 0.05464
0.00162689, 0.05464
0.00162689, 0.05464
0.00167743, 0.0563141
0.00167743, 0.0563141
0.00167743, 0.0563141
0.00167743, 0.0563141
0.00167743, 0.0563141
0.00174139, 0.0584398
0.00174139, 0.0584398
0.00174139, 0.0584398
0.00174139, 0.0584398
0.00174139, 0.0584398
0.00174139, 0.0584398
0.00181539, 0.0609034
0.00181539, 0.0609034
0.00181539, 0.0609034
0.00181539, 0.0609034
0.00181539, 0.0609034
0.00189898, 0.0636898
0.00189898, 0.0636898
0.00189898, 0.0636898
0.00189898, 0.0636898
0.00189898, 0.0636898
0.00198234, 0.0664758
0.00198234, 0.0664758
0.00198234, 0.0664758
0.00198234, 0.0664758
0.00198234, 0.0664758
0.00209276, 0.070158
0.00209276, 0.070158
0.00209276, 0.070158
0.00209276, 0.070158
0.00209276, 0.070158
0.00217972, 0.0730793
0.00217972, 0.0730793
0.00217972, 0.0730793
0.00217972, 0.0730793
0.00217972, 0.0730793
0.00226922, 0.0760757
0.00226922, 0.0760757
0.00226922, 0.0760757
0.00226922, 0.0760757
0.00226922, 0.0760757
0.00234155, 0.0785073
0.00234155, 0.0785073
0.00234155, 0.0785073
0.00234155, 0.0785073
0.00234155, 0.0785073
0.00240243, 0.0805536
0.00240243, 0.0805536
0.00240243, 0.0805536
0.00240243, 0.0805536
0.00240243, 0.0805536
0.00245426, 0.0822958
0.00245426, 0.0822958
0.00245426, 0.0822958
0.00245426, 0.0822958
0.00245426, 0.0822958
0.00249729, 0.0837438
0.00249729, 0.0837438
0.00249729, 0.0837438
0.00249729, 0.0837438
0.00249729, 0.0837438
0.00253327, 0.0849545
0.00253327, 0.0849545
0.00253327, 0.0849545
0.00253327, 0.0849545
0.00253327, 0.0849545
0.00256268, 0.0859459
0.00256268, 0.0859459
0.00256268, 0.0859459
0.00256268, 0.0859459
0.00256268, 0.0859459
0.00258554, 0.0867166
0.00258554, 0.0867166
0.00258554, 0.0867166
0.00258554, 0.0867166
0.00258554, 0.0867166
0.00260244, 0.0872871
0.00260244, 0.0872871
0.00260244, 0.0872871
0.00260244, 0.0872871
0.00260244, 0.0872871
0.00261537, 0.0877238
0.00261537, 0.0877238
0.00261537, 0.0877238
0.00261537, 0.0877238
0.00261537, 0.0877238
0.00262342, 0.0879975
0.00262342, 0.0879975
0.00262342, 0.0879975
0.00262342, 0.0879975
0.00262342, 0.0879975
0.0026281, 0.0881571
0.0026281, 0.0881571
0.0026281, 0.0881571
0.0026281, 0.0881571
0.0026281, 0.0881571
0.00263135, 0.088267
0.00263135, 0.088267
0.00263135, 0.088267
0.00263135, 0.088267
0.00263135, 0.088267
0.00264911, 0.0888549
0.00264911, 0.0888549
0.00264911, 0.0888549
0.00264911, 0.0888549
0.00264911, 0.0888549
0.00265874, 0.0891803
0.00265874, 0.0891803
0.00265874, 0.0891803
0.00265874, 0.0891803
0.00265874, 0.0891803
0.00268201, 0.0899511
0.00268201, 0.0899511
0.00268201, 0.0899511
0.00268201, 0.0899511
0.00268201, 0.0899511
0.00270517, 0.0907239
0.00270517, 0.0907239
0.00270517, 0.0907239
0.00270517, 0.0907239
0.00270517, 0.0907239
0.00273858, 0.0918344
0.00273858, 0.0918344
0.00273858, 0.0918344
0.00273858, 0.0918344
0.00273858, 0.0918344
0.00276301, 0.0926535
0.00276301, 0.0926535
0.00276301, 0.0926535
0.00276301, 0.0926535
0.00276301, 0.0926535
0.00279019, 0.0935593
0.00279019, 0.0935593
0.00279019, 0.0935593
0.00279019, 0.0935593
0.00279019, 0.0935593
0.0028267, 0.0947749
0.0028267, 0.0947749
0.0028267, 0.0947749
0.0028267, 0.0947749
0.0028267, 0.0947749
0.00285403, 0.0956912
0.00285403, 0.0956912
0.00285403, 0.0956912
0.00285403, 0.0956912
0.00285403, 0.0956912
0.00285403, 0.0956912
0.00287549, 0.0964098
0.00287549, 0.0964098
0.00287549, 0.0964098
0.00287549, 0.0964098
0.00287549, 0.0964098
0.00289265, 0.0969852
0.00289265, 0.0969852
0.00289265, 0.0969852
0.00289265, 0.0969852
0.00289265, 0.0969852
0.00291384, 0.0976922
0.00291384, 0.0976922
0.00291384, 0.0976922
